serialId|bookNum|shortName|name|bookCategory|authorId|publisher|lanId|edition|volume|pages|price|remarks|status
BK348|NSF3||NEW SEARCH AND FIND III|{ "$ref" : "bookCategory", "$id" : 54}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK349|NSF4||NEW SEARCH AND FIND IV|{ "$ref" : "bookCategory", "$id" : 54}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK181|NSF5|NSF5|NEW SEARCH AND FIND V|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK160|NSF6|NSF6|NEW SEARCH AND FIND VI|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK161|NSF7|NSF7|NEW SEARCH AND FIND VII|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK162|NSF8|NSF8|NEW SEARCH AND FIND VIII|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK268|OGE1|OGE11|OUR GREEN EARTH I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK498|OGE2|OGE2|OUR GREEN EARTH II|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK66|PFI|PFI|PAPER FOLDING I|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK67|PF2|PF2|PAPER FOLDING II|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK68|PF3|PF3|PAPER FOLDING III|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK69|PF4|PF4|PAPER FOLDING IV|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK65|PF0|PF0|PAPER FOLDING O|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK70|PF5|PF5|PAPER FOLDING V|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK96|PW1|PW1|PRINT WRITING I|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK412|PMP1|PMP1|PRIYA MALAYALA PADAVALI I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK413|PMP2|PMP2|PRIYA MALAYALA PADAVALI II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK414|PMP3|PMP3|PRIYA MALAYALA PADAVALI III|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK415|PMP4|PMP4|PRIYA MALAYALA PADAVALI IV|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK416|PMP5|PMP5|PRIYA MALAYALA PADAVALI V|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK417|PMP6|PMP6|PRIYA MALAYALA PADAVALI VI|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK418|PMP7|PMP7|PRIYA MALAYALA PADAVALI VII|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK419|PMP8|PMP8|PRIYA MALAYALA PADAVALI VIII|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK526|QPCO|QPCO|QUESTION PAPER COMPUTER|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK521|QPE|QPE|QUESTION PAPER ENG.|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK527|QPGK|QPGK|QUESTION PAPER G.K|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK528|QPHI|QPHI|QUESTION PAPER HINDI|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK525|QPMAL|QPMAL|QUESTION PAPER MALAYALAM|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK524|QPMATHS|QPMATHS|QUESTION PAPER MATHEMATICS|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK529|QPMS|QPMS|QUESTION PAPER MORAL SCIENCE|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK522|QPSC|QPSC|QUESTION PAPER SCIENCE|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK523|QPSS|QPSS|QUESTION PAPER SOCIAL STUDIES|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK148|QP|QP|QUESTION PAPERS|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK212|QPLP|QPLP|QUESTION PAPERS FOR L.P.|{ "$ref" : "bookCategory", "$id" : 49}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK210|QPL|QPL|QUESTION PAPERS FOR LKG|{ "$ref" : "bookCategory", "$id" : 49}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK211|QPU|QPU|QUESTION PAPERS FOR UKG|{ "$ref" : "bookCategory", "$id" : 49}|44|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK170|RAINBOWA|RAINBOWA|RAINBOW A|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK48|RTK1|RTKI|RAISE THE KNOWLEDGE PART I|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK49|RTK2|RTK2|RAISE THE KNOWLEDGE PART II|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK50|RTK3|RTK3|RAISE THE KNOWLEDGE PART III|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK51|RTK4|RTK4|RAISE THE KNOWLEDGE PART IV|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK155|RTK5|RTK5|RAISE THE KNOWLEDGE V|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK5|1|RW|RAPID WRITING|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|36|d,u,u f,f|1
BK6|2|RW2|RAPID WRITING|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|30||1
BK21|RW1|RW1|RAPID WRITING PART I|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK22|RW2|RW2|RAPID WRITING PART II|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK23|RW3|RW3|RAPID WRITING PART III|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK24|RW4|RW4|RAPID WRITING PART IV|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK25|RW5|RW5|RAPID WRITING PART V|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK26|RW6|RW6|RAPID WRITING PART VI|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK27|RW7|RW7|RAPID WRITING PART VII|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK28|RW8|RW8|RAPID WRITING PART VIII|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK384|RFEPP|RFEPP|READY FOR ENGLISH PRE PRIMER|{ "$ref" : "bookCategory", "$id" : 51}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK327|1122|RFEP|READY FOR ENGLISH PRIMER|{ "$ref" : "bookCategory", "$id" : 51}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK385|RFMPP50|RFMPP50|READY FOR MATHEMATICS PP 1-50|{ "$ref" : "bookCategory", "$id" : 51}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK331|1126|RFM1-50|READY FOR MATHS PRE PRIMER 1-50|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK151|MSPL|MSPL|SACHITHRA PADAVALI LKG|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 57}|46|1|1|0|0||1
BK428|SHB1|SHB1|SARAL HINDI BHASHA I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK411|SAM|SAM|SCHOOL ATLAS FOR MIDDLE|{ "$ref" : "bookCategory", "$id" : 43}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK520|SE9|SE9|SCIENCE EXPLORATION IX|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK519|SE10|SE10|SCIENCE EXPLORATION X|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK227|SH1|SC1|SCIENCE HORIZON I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK226|SH2|SH2|SCIENCE HORIZON II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK228|SH3|SH3|SCIENCE HORIZON III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK229|SH4|SH4|SCIENCE HORIZON IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK504|SH0|SH0|SCIENCE HORIZON O|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK230|SH5|SH5|SCIENCE HORIZON V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK473|SLK9|SLK9|SCIENCE LAB KIT IX|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK474|SLK10|SLK10|SCIENCE LAB KIT X|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK95|SAS1|SAS1|SING A SONG I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK382|SAS2||SING A SONG II|{ "$ref" : "bookCategory", "$id" : 51}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK487|SANR1|SANR1|SING ALONG NURSERY RHYMES I|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK488|SANR2|SANR2|SING ALONG NURSERY RHYMES II|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK249|SE1|SE1|SPOKEN ENGLISH I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK250|SE2|SE2|SPOKEN ENGLISH II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK251|SE3|SE3|SPOKEN ENGLISH III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK252|SE4|SE4|SPOKEN ENGLISH IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK253|SE5|SE5|SPOKEN ENGLISH V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK254|SE6|SE6|SPOKEN ENGLISH VI|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK255|SE7|SE7|SPOKEN ENGLISH VII|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK369|SUMP||START UP MATHS PRIMER|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK309| SOW9|SOW9|STREAM OF WISDOM IX|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK311|SOW9|SOW9|STREAM OF WISDOM IX|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK310|SOW10|SOW10|STREAM OF WISDOM X|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK282|SHBAC|SHBAC|STUDENTS HAND BOOK & COVER|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK195|SHBC|SHBC|STUDENTS HAND BOOK & COVER|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK205|IDLKG|IDLKG|STUDENTS ID CARD|{ "$ref" : "bookCategory", "$id" : 43}|50|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK206|SIDC|SIDC|STUDENTS ID CARD|{ "$ref" : "bookCategory", "$id" : 43}|50|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK214|T|T|T - SHIRT|{ "$ref" : "bookCategory", "$id" : 43}|47|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK71|TABLES|TABLES|TABLES FOR JUNIORS|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK447|TE1|TE1|TALK ENGLISH I|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK448|TE2|TE2|TALK ENGLISH II|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK449|TE3|TE3|TALK ENGLISH III|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK450|TE4|TE4|TALK ENGLISH IV|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK451|TE5|TE5|TALK ENGLISH V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK452|TE6|TE6|TALK ENGLISH VI|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK453|TE7|TE7|TALK ENGLISH VII|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK454|TE8|TE8|TALK ENGLISH VIII|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK312|CE1|CE1|THE COMPUTER EXPRESS I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK313|CE2|CE2|THE COMPUTER EXPRESS II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK314|CE3|CE3|THE COMPUTER EXPRESS III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK315|CE4|CE4|THE COMPUTER EXPRESS IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK316|CE5|CE5|THE COMPUTER EXPRESS V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK317|CE6|CE6|THE COMPUTER EXPRESS VI|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK318|CE7|CE7|THE COMPUTER EXPRESS VII|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK319|CE8|CE8|THE COMPUTER EXPRESS VIII|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK44|W2H1|W2H1|THE WAY TO HAPPINESS PART I|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK45|W2H2|W2H2|THE WAY TO HAPPINESS PART II|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK46|W2H3|W2H3|THE WAY TO HAPPINESS PART III|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK47|W2H4|W2H4|THE WAY TO HAPPINESS PART IV|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK53|W2H5|W2H5|THE WAY TO HAPPINESS V|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK54|W2H6|W2H6|THE WAY TO HAPPINESS VI|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK55|W2H7|W2H7|THE WAY TO HAPPINESS VII|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK56|W2H8|W2H8|THE WAY TO HAPPINESS VIII|{ "$ref" : "bookCategory", "$id" : 53}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK370|TT||TIME TABLES|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK42|T2CA|T2CA|TIME TO COLOUR PART A|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK43|T2CB|T2CB|TIME TO COLOUR PART B|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK37|T2C1|T2C1|TIME TO COLOUR PART I|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK38|T2C2|T2C2|TIME TO COLOUR PART II|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK39|T2C3|T2C3|TIME TO COLOUR PART III|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK40|T2C4|T2C4|TIME TO COLOUR PART IV|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK41|T2C5|T2C5|TIME TO COLOUR PART V|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK374|VP1|VP1|VASUNDARA HINDI PADAMALA I|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK375|VP2|VP2|VASUNDARA HINDI PADAMALA II|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK376|VP3|VP3|VASUNDARA HINDI PADAMALA III|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK377|VP4|VP4|VASUNDARA HINDI PADAMALA IV|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK378|VP5|VP5|VASUNDARA HINDI PADAMALA V|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK379|VP6|VP6|VASUNDARA HINDI PADAMALA VI|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK380|VP7|VP7|VASUNDARA HINDI PADAMALA VII|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK381|VP8|VP8|VASUNDARA HINDI PADAMALA VIII|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK478|VWB1|VWB1|VASUNDRA WORK BOOK I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK303|WAW1|WAW1|WE AND WORLD VI|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK505|WAW6|WAW6|WE AND WORLD VI|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK304|WAW7|WAW7|WE AND WORLD VII|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK241|WW1|WW1|WRITE WELL I|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK242|WW2|WW2|WRITE WELL II|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK243|WW3|WW3|WRITE WELL III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK244|WW4|WW4|WRITE WELL IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK245|WW5|WW5|WRITE WELL V|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK246|WW6|WW6|WRITE WELL VI|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK247|WW7|WW7|WRITE WELL VII|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK248|WW8|WW8|WRITE WELL VIII|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
